State,Category,Estabblishment
California ,Animal slaughtering and processing,4
Colorado,,4898
Colorado,Food ,472
Colorado,Animal food ,35
Colorado,Animal food ,35
Colorado,Dog and cat food ,7
Colorado,Other animal food ,28
Colorado,Grain and oilseed milling,11
Colorado,Flour milling and malt ,5
Colorado,Flour milling,4
Colorado,Starch and vegetable fats and oils ,5
Colorado,Fats and oils refining and blending,3
Colorado,Sugar and confectionery product ,48
Colorado,Nonchocolate confectionery ,15
Colorado,Nonchocolate confectionery ,15
Colorado,Chocolate and chocolate confectionery ,31
Colorado,Confectionery  from purchased chocolate,30
Colorado,Fruit and vegetable preserving and specialty food ,33
Colorado,Frozen food ,8
Colorado,Frozen specialty food ,8
Colorado,"Fruit and vegetable canning, pickling, and drying",25
Colorado,Fruit and vegetable canning,14
Colorado,Specialty canning,4
Colorado,Dried and dehydrated food ,7
Colorado,Dairy product ,27
Colorado,Dairy product (except frozen) ,20
Colorado,Fluid milk ,9
Colorado,Cheese ,9
Colorado,Ice cream and frozen dessert ,7
Colorado,Ice cream and frozen dessert ,7
Colorado,Animal slaughtering and processing,78
Colorado,Animal slaughtering and processing,78
Colorado,Animal (except poultry) slaughtering,40
Colorado,Meat processed from carcasses,28
Colorado,Rendering and meat byproduct processing,3
Colorado,Poultry processing,7
Colorado,Seafood product preparation and packaging,3
Colorado,Seafood product preparation and packaging,3
Colorado,Seafood product preparation and packaging,3
Colorado,Bakeries and tortilla ,177
Colorado,Bread and bakery product ,148
Colorado,Retail bakeries,90
Colorado,Commercial bakeries,54
Colorado,"Frozen cakes, pies, and other pastries ",4
Colorado,"Cookie, cracker, and pasta ",5
Colorado,"Dry pasta, dough, and flour mixes  from purchased flour",4
Colorado,Tortilla ,24
Colorado,Tortilla ,24
Colorado,Other food ,60
Colorado,Snack food ,16
Colorado,Roasted nuts and peanut butter ,8
Colorado,Other snack food ,8
Colorado,Coffee and tea ,15
Colorado,Coffee and tea ,15
Colorado,Seasoning and dressing ,5
Colorado,Spice and extract ,3
Colorado,All other food ,24
Colorado,Perishable prepared food ,17
Colorado,All other miscellaneous food ,7
Colorado,Beverage and tobacco product ,132
Colorado,Beverage ,132
Colorado,Soft drink and ice ,26
Colorado,Soft drink ,7
Colorado,Bottled water ,9
Colorado,Ice ,10
Colorado,Breweries,54
Colorado,Breweries,54
Colorado,Wineries,34
Colorado,Wineries,34
Colorado,Distilleries,18
Colorado,Distilleries,18
Colorado,Textile mills,12
Colorado,Fabric mills,6
Colorado,Broadwoven fabric mills,3
Colorado,Broadwoven fabric mills,3
Colorado,Textile and fabric finishing and fabric coating mills,6
Colorado,Textile and fabric finishing mills,5
Colorado,Textile and fabric finishing mills,5
Colorado,Textile product mills,128
Colorado,Textile furnishings mills,34
Colorado,Carpet and rug mills,3
Colorado,Carpet and rug mills,3
Colorado,Curtain and linen mills,31
Colorado,Curtain and linen mills,31
Colorado,Other textile product mills,94
Colorado,Textile bag and canvas mills,30
Colorado,Textile bag and canvas mills,30
Colorado,All other textile product mills,64
Colorado,All other miscellaneous textile product mills,63
Colorado,Apparel ,55
Colorado,Apparel knitting mills,3
Colorado,Cut and sew apparel ,40
Colorado,Cut and sew apparel contractors,18
Colorado,Cut and sew apparel contractors,18
Colorado,Men's and boys' cut and sew apparel ,7
Colorado,Men's and boys' cut and sew apparel ,7
Colorado,"Women's, girls', and infants' cut and sew apparel ",10
Colorado,"Women's, girls', and infants' cut and sew apparel ",10
Colorado,Other cut and sew apparel ,5
Colorado,Other cut and sew apparel ,5
Colorado,Apparel accessories and other apparel ,12
Colorado,Apparel accessories and other apparel ,12
Colorado,Apparel accessories and other apparel ,12
Colorado,Leather and allied product ,19
Colorado,Leather and hide tanning and finishing,3
Colorado,Leather and hide tanning and finishing,3
Colorado,Leather and hide tanning and finishing,3
Colorado,Footwear ,3
Colorado,Footwear ,3
Colorado,Footwear ,3
Colorado,Other leather and allied product ,13
Colorado,Other leather and allied product ,13
Colorado,All other leather good and allied product ,11
Colorado,Wood product ,209
Colorado,Sawmills and wood preservation,44
Colorado,Sawmills and wood preservation,44
Colorado,Sawmills,33
Colorado,Wood preservation,11
Colorado,"Veneer, plywood, and engineered wood product ",33
Colorado,"Veneer, plywood, and engineered wood product ",33
Colorado,Engineered wood member (except truss) ,3
Colorado,Truss ,26
Colorado,Other wood product ,132
Colorado,Millwork,68
Colorado,Wood window and door ,23
Colorado,"Cut stock, resawing lumber, and planing",9
Colorado,Other millwork (including flooring),36
Colorado,Wood container and pallet ,25
Colorado,Wood container and pallet ,25
Colorado,All other wood product ,39
Colorado,Manufactured home (mobile home) ,3
Colorado,Prefabricated wood building ,10
Colorado,All other miscellaneous wood product ,26
Colorado,Paper ,35
Colorado,Converted paper product ,35
Colorado,Paperboard container ,20
Colorado,Corrugated and solid fiber box ,12
Colorado,Folding paperboard box ,5
Colorado,Other paperboard container ,3
Colorado,Paper bag and coated and treated paper ,4
Colorado,Paper bag and coated and treated paper ,4
Colorado,Stationery product ,6
Colorado,Stationery product ,6
Colorado,Other converted paper product ,5
Colorado,All other converted paper product ,4
Colorado,Printing and related support activities,502
Colorado,Printing and related support activities,502
Colorado,Printing,470
Colorado,Commercial printing (except screen and books),386
Colorado,Commercial screen printing,79
Colorado,Books printing,5
Colorado,Support activities for printing,32
Colorado,Support activities for printing,32
Colorado,Petroleum and coal products ,19
Colorado,Petroleum and coal products ,19
Colorado,"Asphalt paving, roofing, and saturated materials ",13
Colorado,Asphalt paving mixture and block ,10
Colorado,Asphalt shingle and coating materials ,3
Colorado,Other petroleum and coal products ,5
Colorado,All other petroleum and coal products ,3
Colorado,Chemical ,188
Colorado,Basic chemical ,23
Colorado,Industrial gas ,5
Colorado,Industrial gas ,5
Colorado,Other basic inorganic chemical ,5
Colorado,Other basic inorganic chemical ,5
Colorado,Other basic organic chemical ,13
Colorado,Ethyl alcohol ,3
Colorado,All other basic organic chemical ,9
Colorado,"Resin, synthetic rubber, and synthetic fibers and filaments ",10
Colorado,Resin and synthetic rubber ,10
Colorado,Plastics material and resin ,9
Colorado,"Pesticide, fertilizer, and other agricultural chemical ",20
Colorado,Fertilizer ,16
Colorado,Nitrogenous fertilizer ,3
Colorado,Fertilizer (mixing only) ,11
Colorado,Pesticide and other agricultural chemical ,4
Colorado,Pesticide and other agricultural chemical ,4
Colorado,Pharmaceutical and medicine ,49
Colorado,Pharmaceutical and medicine ,49
Colorado,Medicinal and botanical ,8
Colorado,Pharmaceutical preparation ,27
Colorado,In-vitro diagnostic substance ,4
Colorado,Biological product (except diagnostic) ,10
Colorado,"Paint, coating, and adhesive ",15
Colorado,Paint and coating ,11
Colorado,Paint and coating ,11
Colorado,Adhesive ,4
Colorado,Adhesive ,4
Colorado,"Soap, cleaning compound, and toilet preparation ",39
Colorado,Soap and cleaning compound ,22
Colorado,Soap and other detergent ,8
Colorado,Polish and other sanitation good ,12
Colorado,Toilet preparation ,17
Colorado,Toilet preparation ,17
Colorado,Other chemical product and preparation ,32
Colorado,Printing ink ,5
Colorado,Printing ink ,5
Colorado,All other chemical product and preparation ,25
Colorado,Custom compounding of purchased resins,6
Colorado,"Photographic film, paper, plate, and chemical ",6
